phrase,category,risk_score
immediately instant hiring,scam_keyword,33
before interview advance payment,scam_keyword,35
immediately otp,sensitive_document,38
for offer letter within 2 hours,urgency,16
last chance mandatory,urgency,22
immediately unknown agency,domain_verification,21
100% selection mandatory,scam_keyword,43
signal app for job confirmation,communication_channel,30
pay immediately for verification,scam_keyword,24
before onboarding within 2 hours,urgency,26
required passport copy,sensitive_document,33
urgent response before interview,urgency,20
urgent payment for verification,scam_keyword,29
no interview before interview,scam_keyword,30
before interview no interview,scam_keyword,39
limited vacancies before interview,scam_keyword,25
immediately immediately,urgency,28
for offer letter immediately,urgency,19
instagram dm requested,communication_channel,28
immediately instagram dm,communication_channel,24
limited vacancies mandatory,scam_keyword,36
facebook messenger requested,communication_channel,20
before joining facebook messenger,communication_channel,28
before interview selected candidate,scam_keyword,32
advance payment for job confirmation,scam_keyword,40
requested immediate joining,scam_keyword,20
before interview personal gmail,communication_channel,19
required third party consultant,domain_verification,20
before onboarding easy money,scam_keyword,44
for verification sms,communication_channel,25
required facebook messenger,communication_channel,25
required signal app,communication_channel,19
salary account details before onboarding,sensitive_document,32
for verification urgent response,urgency,21
outsourcing partner for verification,domain_verification,24
mandatory outsourcing partner,domain_verification,25
immediately aadhaar card,sensitive_document,31
within 2 hours requested,urgency,19
required urgent response,urgency,20
for job confirmation no interview,scam_keyword,29
selected candidate required,scam_keyword,38
passport copy for offer letter,sensitive_document,30
selected candidate before joining,scam_keyword,37
fake hr before joining,domain_verification,18
processing fee for verification,scam_keyword,36
for verification processing fee,scam_keyword,24
third party consultant immediately,domain_verification,25
for verification third party consultant,domain_verification,18
before onboarding earn daily,scam_keyword,24
background verification fee before onboarding,scam_keyword,41
immediately background verification fee,scam_keyword,22
sms for job confirmation,communication_channel,25
immediately sms,communication_channel,18
facebook messenger before onboarding,communication_channel,20
background verification fee immediately,scam_keyword,33
outsourcing partner for job confirmation,domain_verification,17
before onboarding outsourcing partner,domain_verification,25
limited vacancies for job confirmation,scam_keyword,34
training fee required,scam_keyword,43
private number for offer letter,communication_channel,30
security deposit mandatory,scam_keyword,38
for verification security deposit,scam_keyword,38
for offer letter refundable fee,scam_keyword,26
debit card details mandatory,sensitive_document,34
before joining debit card details,sensitive_document,33
immediately for verification,urgency,23
mandatory passport copy,sensitive_document,29
security deposit before onboarding,scam_keyword,31
mandatory security deposit,scam_keyword,45
for offer letter urgent payment,scam_keyword,32
driving licence for job confirmation,sensitive_document,28
required deadline today,urgency,28
before onboarding pan card,sensitive_document,35
salary account details requested,sensitive_document,39
mandatory salary account details,sensitive_document,28
for job confirmation training fee,scam_keyword,37
offer letter fee required,scam_keyword,25
required offer letter fee,scam_keyword,43
facebook messenger before joining,communication_channel,18
payment required before onboarding,scam_keyword,41
before joining driving licence,sensitive_document,27
sms before interview,communication_channel,25
for offer letter outsourcing partner,domain_verification,23
for offer letter guaranteed job,scam_keyword,22
for job confirmation third party consultant,domain_verification,24
immediately personal gmail,communication_channel,16
immediately bank details,sensitive_document,31
sms requested,communication_channel,17
for job confirmation sms,communication_channel,21
selected candidate before onboarding,scam_keyword,25
for verification selected candidate,scam_keyword,20
processing fee required,scam_keyword,45
before onboarding limited vacancies,scam_keyword,34
before interview salary account details,sensitive_document,39
outsourcing partner immediately,domain_verification,18
for verification outsourcing partner,domain_verification,24
unknown agency before onboarding,domain_verification,25
credit card details for job confirmation,sensitive_document,36
voter id before interview,sensitive_document,32
urgent response immediately,urgency,25
immediately security deposit,scam_keyword,34
100% selection for offer letter,scam_keyword,28
for verification 100% selection,scam_keyword,32
requested facebook messenger,communication_channel,30
within 2 hours required,urgency,25
for verification pan card,sensitive_document,38
for job confirmation security deposit,scam_keyword,20
mandatory sms,communication_channel,27
registration fee before joining,scam_keyword,25
offer letter fee immediately,scam_keyword,33
requested pan card,sensitive_document,35
before onboarding salary account details,sensitive_document,36
urgent payment requested,scam_keyword,34
before onboarding training fee,scam_keyword,37
for verification background verification fee,scam_keyword,37
mandatory pay immediately,scam_keyword,31
mandatory cancelled cheque,sensitive_document,27
voter id for verification,sensitive_document,31
before interview instagram dm,communication_channel,26
sms immediately,communication_channel,21
before joining personal gmail,communication_channel,15
within 2 hours before interview,urgency,16
before joining salary account details,sensitive_document,40
requested deadline today,urgency,20
requested security deposit,scam_keyword,34
upi id before joining,sensitive_document,25
mandatory guaranteed job,scam_keyword,44
before joining aadhaar card,sensitive_document,34
refundable fee requested,scam_keyword,31
required refundable fee,scam_keyword,38
for verification whatsapp,communication_channel,15
mandatory today only,urgency,17
immediately unverified recruiter,domain_verification,24
immediately payment required,scam_keyword,25
third party consultant required,domain_verification,19
for offer letter telegram,communication_channel,28
instagram dm before interview,communication_channel,17
processing fee for offer letter,scam_keyword,24
debit card details before interview,sensitive_document,25
sms required,communication_channel,17
before interview third party consultant,domain_verification,25
100% selection for job confirmation,scam_keyword,28
for offer letter credit card details,sensitive_document,32
for job confirmation pan card,sensitive_document,35
whatsapp requested,communication_channel,22
easy money immediately,scam_keyword,25
deadline today for job confirmation,urgency,30
registration fee before interview,scam_keyword,42
for verification registration fee,scam_keyword,36
requested payment required,scam_keyword,30
third party consultant for verification,domain_verification,17
immediately selected candidate,scam_keyword,20
immediately processing fee,scam_keyword,34
earn daily for verification,scam_keyword,21
unverified recruiter immediately,domain_verification,18
upi id requested,sensitive_document,39
before onboarding background verification fee,scam_keyword,21
for verification today only,urgency,25
registration fee for verification,scam_keyword,25
last chance immediately,urgency,16
for verification passport copy,sensitive_document,40
salary account details before interview,sensitive_document,30
requested aadhaar card,sensitive_document,27
before interview driving licence,sensitive_document,25
earn daily before onboarding,scam_keyword,41
today only mandatory,urgency,25
before joining last chance,urgency,20
cancelled cheque mandatory,sensitive_document,27
before interview cancelled cheque,sensitive_document,40
training fee before joining,scam_keyword,24
telegram requested,communication_channel,24
before interview registration fee,scam_keyword,22
before interview telegram,communication_channel,15
requested otp,sensitive_document,29
cancelled cheque before onboarding,sensitive_document,31
required otp,sensitive_document,29
mandatory unknown agency,domain_verification,17
for offer letter passport copy,sensitive_document,30
